Time	Open	High	Low	Close	Volume	EMA_Fast	EMA_Slow	ADX
2025.06.20 23:00	36.008	36.032	35.977	36.008	1352	36.01193656833635	36.05335210454733	20.027512752079332
2025.06.20 22:00	36.039	36.078	35.996	36.008	2549	36.0132487577818	36.05788731500206	22.08337089189814
2025.06.20 21:00	36.057	36.072	36.01	36.038	1988	36.01499834370907	36.06287604650227	23.856575237576997
2025.06.20 20:00	36.016	36.067	35.993	36.055	3078	36.00733112494543	36.065363651152495	24.44295150302812
2025.06.20 19:00	35.963	36.019	35.933	36.016	3535	35.99144149992724	36.06640001626774	25.56740393615786
2025.06.20 18:00	35.959	35.995	35.89	35.963	4952	35.98325533323632	36.07144001789452	27.800662403662997
2025.06.20 17:00	36.028	36.049	35.84	35.958	11131	35.990007110981765	36.08228401968397	27.896030439089532
2025.06.20 16:00	36.0	36.097	35.893	36.028	10715	36.00067614797569	36.09471242165237	28.006070479966304
2025.06.20 15:00	35.994	36.099	35.968	35.999	6811	35.99156819730092	36.10138366381761	29.365837970221023
2025.06.20 14:00	36.116	36.148	35.955	35.989	4415	35.98909092973456	36.111622030199364	32.93011541877234
2025.06.20 13:00	36.118	36.152	36.074	36.116	2923	35.98912123964608	36.1238842332193	37.04274324402385
2025.06.20 12:00	36.024	36.141	35.884	36.118	3230	35.94682831952811	36.124672656541236	40.039549799791445
2025.06.20 11:00	35.898	36.087	35.88	36.024	4054	35.889771092704144	36.12533992219536	44.16791066332116
2025.06.20 10:00	35.61	35.906	35.574	35.898	4467	35.84502812360552	36.135473914414895	49.909768728372796
2025.06.20 09:00	35.569	35.659	35.502	35.614	5163	35.827370831474035	36.15922130585639	53.4940856940818
2025.06.20 08:00	35.723	35.751	35.528	35.574	4303	35.89849444196538	36.21374343644203	50.612422919636785
2025.06.20 07:00	35.791	35.812	35.661	35.723	1935	36.00665925595385	36.277717780086235	47.60658806401406
2025.06.20 06:00	35.764	35.84	35.66	35.791	5867	36.1012123412718	36.33318955809486	45.53434615815712
2025.06.20 05:00	36.271	36.314	35.691	35.764	6771	36.20461645502906	36.38740851390434	43.14329780524527
2025.06.20 04:00	36.385	36.392	36.267	36.271	5708	36.351488606705416	36.44974936529478	40.807103723189606
2025.06.20 03:00	36.385	36.405	36.33	36.386	2610	36.37831814227389	36.46762430182426	41.24669747255802
2025.06.20 02:00	36.399	36.41	36.37	36.386	1916	36.37575752303186	36.47578673200668	44.622161126962844
2025.06.20 01:00	36.374	36.419	36.37	36.399	1583	36.37234336404248	36.48476540520735	49.735290793968545
2025.06.19 20:00	36.361	36.38	36.349	36.373	483	36.363457818723305	36.49334194572809	55.63505579435974
2025.06.19 19:00	36.377	36.392	36.333	36.36	2831	36.360277091631076	36.505376140300896	55.813624110912926
2025.06.19 18:00	36.343	36.392	36.273	36.374	4473	36.3603694555081	36.519913754330986	56.019664476166604
2025.06.19 17:00	36.282	36.389	36.239	36.343	4746	36.35582594067746	36.534505129764085	56.25740335915162
2025.06.19 16:00	36.326	36.408	36.202	36.283	6219	36.36010125423661	36.553655642740495	56.161852442083266
2025.06.19 15:00	36.344	36.43	36.249	36.326	3893	36.38580167231547	36.58072120701454	56.051601383927476
2025.06.19 14:00	36.321	36.389	36.218	36.344	2892	36.4057355630873	36.60619332771599	56.709269548701776
2025.06.19 13:00	36.355	36.42	36.318	36.321	2273	36.4263140841164	36.63241266048759	54.82163539057008
2025.06.19 12:00	36.359	36.427	36.325	36.356	3524	36.461418778821866	36.663553926536345	54.2650056184747
2025.06.19 11:00	36.282	36.42	36.262	36.36	5323	36.49655837176249	36.69430931918998	53.85158040859087
2025.06.19 10:00	36.416	36.423	36.22	36.281	5892	36.542077829016655	36.72774025110898	52.60159038550308
2025.06.19 09:00	36.613	36.613	36.233	36.416	10274	36.629103772022205	36.772414276219884	51.15929420501717
2025.06.19 08:00	36.74	36.767	36.561	36.613	2216	36.70013836269627	36.80805570384187	49.6293675139284
2025.06.19 07:00	36.75	36.759	36.654	36.74	1558	36.72918448359503	36.827561274226056	50.05612850200691
2025.06.19 06:00	36.686	36.771	36.68	36.75	1848	36.72557931146004	36.83631740164866	52.176497559571764
2025.06.19 05:00	36.613	36.72	36.585	36.686	1979	36.717439081946715	36.84494914181352	55.64803212904592
2025.06.19 04:00	36.75	36.759	36.607	36.612	4223	36.727918775928956	36.860844055994875	54.50970373826642
2025.06.19 03:00	36.74	36.776	36.705	36.75	1771	36.766558367905276	36.88572846159437	53.591528583885925
2025.06.19 02:00	36.735	36.756	36.691	36.74	1533	36.7720778238737	36.8993013077538	54.43545401736621
2025.06.19 01:00	36.726	36.764	36.71	36.736	1480	36.7827704318316	36.91523143852918	52.34522550257146
2025.06.18 23:00	36.595	36.754	36.562	36.725	3048	36.79836057577547	36.9331545823821	50.61023186179221
2025.06.18 22:00	36.744	36.747	36.523	36.597	11468	36.82281410103396	36.95397004062032	46.55155169890256
2025.06.18 21:00	36.854	36.986	36.704	36.744	11917	36.89808546804528	36.989667044682356	41.48348322501992
2025.06.18 20:00	36.904	36.917	36.823	36.854	3206	36.949447290727036	37.0142337491506	36.811852474746956
2025.06.18 19:00	36.893	36.943	36.887	36.905	3021	36.98126305430271	37.030257124065656	32.30063671023842
2025.06.18 18:00	36.852	36.942	36.823	36.893	5983	37.00668407240361	37.04278283647223	29.1603491445914
2025.06.18 17:00	37.022	37.033	36.632	36.852	14027	37.04457876320481	37.05776112011945	25.32335351546008
2025.06.18 16:00	37.038	37.116	36.977	37.023	8736	37.10877168427308	37.078337232131396	20.896050866462403
2025.06.18 15:00	37.126	37.164	36.918	37.038	5902	37.13736224569744	37.083870955344544	19.24974137926671
2025.06.18 14:00	37.156	37.215	37.097	37.126	4503	37.17048299426325	37.088458050879	17.35015350942552
2025.06.18 13:00	37.183	37.249	37.091	37.154	3513	37.185310659017674	37.0847038559669	19.918547534619318
2025.06.18 12:00	37.174	37.282	37.145	37.183	2492	37.1957475453569	37.077774241563596	22.882079102150623
2025.06.18 11:00	37.213	37.258	37.168	37.174	3438	37.19999672714254	37.06725166571996	23.601075994875032
2025.06.18 10:00	37.219	37.25	37.118	37.219	4200	37.20866230285672	37.05657683229196	25.589911125494208
2025.06.18 09:00	37.277	37.313	37.086	37.222	5610	37.20521640380897	37.04033451552116	28.464961785515143
2025.06.18 08:00	37.255	37.293	37.172	37.277	3368	37.19962187174529	37.02216796707327	31.782327931693146
2025.06.18 07:00	37.245	37.275	37.231	37.255	2239	37.17382916232706	36.9966847637806	33.03959094581723
2025.06.18 06:00	37.157	37.258	37.13	37.245	4123	37.146772216436084	36.97085324015866	30.474938773398428
2025.06.18 05:00	37.127	37.172	37.049	37.156	4044	37.11402962191478	36.94343856417453	28.8278226086792
2025.06.18 04:00	37.121	37.186	37.099	37.128	4079	37.10003949588638	36.92218242059198	30.034226481181893
2025.06.18 03:00	37.112	37.169	37.053	37.121	2515	37.0907193278485	36.90160066265118	27.339434143582004
2025.06.18 02:00	37.104	37.127	37.089	37.112	805	37.080625770464664	36.8796607289163	25.042453036767004
2025.06.18 01:00	37.143	37.157	37.092	37.104	1356	37.07016769395288	36.856426801807935	24.1049850263679
2025.06.17 23:00	37.102	37.14	37.09	37.106	1770	37.05889025860384	36.831669481988726	22.260208425905383
2025.06.17 22:00	37.026	37.11	37.026	37.102	3446	37.04318701147179	36.8042364301876	21.329333318489223
2025.06.17 21:00	37.06	37.106	37.01	37.027	4140	37.02358268196238	36.77446007320636	23.780591558040573
2025.06.17 20:00	37.104	37.115	37.0	37.061	7280	37.02244357594984	36.749206080527	26.93615166097088
2025.06.17 19:00	37.185	37.245	37.094	37.108	5874	37.00959143459979	36.718026688579705	30.577182548967386
2025.06.17 18:00	37.155	37.228	37.083	37.185	7017	36.97678857946639	36.67902935743768	28.294247601651318
2025.06.17 17:00	37.096	37.173	36.801	37.155	14815	36.90738477262185	36.62843229318145	26.090150266802322
2025.06.17 16:00	36.828	37.117	36.748	37.096	13799	36.8248463634958	36.5757755224996	25.099126496606363
2025.06.17 15:00	36.995	37.033	36.763	36.828	10014	36.7344618179944	36.52375307474956	24.623795159700975
2025.06.17 14:00	37.1	37.227	36.93	36.996	6517	36.70328242399253	36.49332838222452	25.093244648648096
2025.06.17 13:00	36.563	37.164	36.549	37.099	7818	36.60570989865671	36.44306122044697	20.452648261836515
2025.06.17 12:00	36.412	36.573	36.342	36.563	5095	36.44127986487562	36.37746734249167	15.715870049789496
2025.06.17 11:00	36.455	36.486	36.383	36.412	4756	36.40070648650082	36.35891407674084	14.331561762834902
2025.06.17 10:00	36.444	36.489	36.354	36.455	4297	36.396941982001096	36.35360548441493	15.359935876976925
2025.06.17 09:00	36.427	36.487	36.371	36.444	4167	36.37758930933479	36.343466032856426	16.546521393294643
2025.06.17 08:00	36.41	36.456	36.382	36.429	2718	36.35545241244638	36.33341263614207	16.915904055932558
2025.06.17 07:00	36.232	36.426	36.231	36.41	1865	36.33093654992851	36.32385389975628	18.991825934208737
2025.06.17 06:00	36.344	36.393	36.119	36.232	3544	36.30458206657135	36.315239289731906	19.520986227576067
2025.06.17 05:00	36.371	36.442	36.329	36.344	4711	36.3287760887618	36.3235632187051	18.771280915159185
2025.06.17 04:00	36.266	36.392	36.266	36.37	4278	36.3237014516824	36.32151954057561	20.4191902976187
2025.06.17 03:00	36.318	36.384	36.226	36.27	2958	36.3082686022432	36.31667149463317	20.931707351617305
2025.06.17 02:00	36.314	36.38	36.277	36.315	2054	36.321024802990934	36.321338644096485	20.888763663209183
2025.06.17 01:00	36.311	36.325	36.281	36.314	1229	36.323033070654574	36.32197250850613	23.065194392661073
2025.06.16 23:00	36.308	36.332	36.292	36.298	997	36.3260440942061	36.322769759356746	19.707549042274632
2025.06.16 22:00	36.312	36.334	36.272	36.311	1886	36.335392125608124	36.325246735292424	17.271346600260486
2025.06.16 21:00	36.33	36.349	36.277	36.312	2290	36.34352283414417	36.32667140882167	14.460343782551856
2025.06.16 20:00	36.391	36.409	36.322	36.33	4201	36.35403044552555	36.32813854970384	11.641856992378546
2025.06.16 19:00	36.391	36.41	36.331	36.391	4376	36.36204059403406	36.32795240467422	12.56971106535936
2025.06.16 18:00	36.356	36.458	36.353	36.39	7488	36.35238745871209	36.32164764514164	14.472926264916632
2025.06.16 17:00	36.22	36.417	36.199	36.356	12019	36.33984994494945	36.31481240965581	14.08417637634568
2025.06.16 16:00	36.459	36.496	36.193	36.221	12922	36.33446659326594	36.31069365062139	15.59859620780483
2025.06.16 15:00	36.308	36.483	36.286	36.46	5684	36.37228879102125	36.319663015683524	17.346003705642314
2025.06.16 14:00	36.394	36.428	36.269	36.308	4213	36.34305172136166	36.30562931725188	18.04497287120739
2025.06.16 13:00	36.309	36.417	36.309	36.395	2775	36.35473562848222	36.30539224897707	20.601386207914505
2025.06.16 12:00	36.4	36.424	36.271	36.309	5010	36.34131417130962	36.296431473874776	21.775428495297888
2025.06.16 11:00	36.443	36.464	36.317	36.399	4891	36.352085561746165	36.295174621262255	23.130092673047944
2025.06.16 10:00	36.44	36.53	36.335	36.439	6496	36.33644741566155	36.28479208338848	22.0703975696655
2025.06.16 09:00	36.316	36.533	36.314	36.445	5364	36.302263220882075	36.26937129172733	19.722255927439818
2025.06.16 08:00	36.208	36.367	36.194	36.316	3796	36.25468429450943	36.25180842090007	17.012861724871723
2025.06.16 07:00	36.228	36.268	36.192	36.208	1663	36.234245726012574	36.245389262990074	17.302235579487935
2025.06.16 06:00	36.316	36.378	36.173	36.228	3114	36.2429943013501	36.24912818928908	18.352259748302874
2025.06.16 05:00	36.154	36.38	36.152	36.32	3639	36.24799240180013	36.251241008217995	19.563826096935497
2025.06.16 04:00	36.179	36.189	36.083	36.154	3483	36.22398986906684	36.24436510903979	20.961787268434676
2025.06.16 03:00	36.289	36.302	36.145	36.178	3545	36.24731982542246	36.253401619943766	15.714901071289331
2025.06.16 02:00	36.251	36.378	36.236	36.291	2730	36.27042643389661	36.26094178193814	11.894715690558685
2025.06.16 01:00	36.264	36.386	36.054	36.251	3698	36.26356857852881	36.25793596013197	11.00053866042714
2025.06.13 23:00	36.25	36.345	36.217	36.303	1122	36.26775810470508	36.258629556145166	9.968795933352279
2025.06.13 22:00	36.298	36.329	36.222	36.249	3392	36.25601080627344	36.25419251175968	10.131386389769359
2025.06.13 21:00	36.292	36.339	36.223	36.298	4432	36.25834774169792	36.25471176293565	11.39606306945475
2025.06.13 20:00	36.307	36.328	36.239	36.292	3402	36.24513032226389	36.25038293922922	12.77683042797559
2025.06.13 19:00	36.2	36.312	36.153	36.307	5023	36.22950709635185	36.24622123315214	13.292241032529605
2025.06.13 18:00	36.162	36.257	36.11	36.2	3892	36.20367612846914	36.24014335646736	15.053713874425055
2025.06.13 17:00	36.15	36.296	36.066	36.165	10756	36.204901504625525	36.24415769211409	15.202342464338937
2025.06.13 16:00	36.187	36.361	36.122	36.147	13210	36.21820200616737	36.2520734613255	15.373836991162648
2025.06.13 15:00	36.227	36.321	36.173	36.189	7269	36.241936008223156	36.26258080745805	16.812230860547263
2025.06.13 14:00	36.176	36.238	36.053	36.227	5264	36.259581344297544	36.26993888820385	19.21573674733187
2025.06.13 13:00	36.383	36.403	36.121	36.176	6141	36.270441792396724	36.27423277702424	19.133990302488456
2025.06.13 12:00	36.334	36.451	36.312	36.383	4982	36.301922389862305	36.28405605472666	20.72900205351632
2025.06.13 11:00	36.262	36.357	36.248	36.334	4878	36.27489651981641	36.274161660199326	21.34225896354777
2025.06.13 10:00	36.1	36.329	35.965	36.262	6833	36.255195359755206	36.26817782621926	23.113289990422924
2025.06.13 09:00	36.294	36.333	36.027	36.1	6355	36.25292714634028	36.26879560884119	23.172892386461452
2025.06.13 08:00	36.212	36.325	36.141	36.294	4143	36.30390286178704	36.28567516972531	24.101822488621927
2025.06.13 07:00	36.25	36.374	36.187	36.212	3577	36.30720381571605	36.28484268669784	27.20007406543393
2025.06.13 06:00	36.492	36.505	36.141	36.251	5345	36.33893842095474	36.29212695536763	30.489451306735262
2025.06.13 05:00	36.504	36.636	36.43	36.492	7602	36.36825122793965	36.29623965090439	34.284886585159875
2025.06.13 04:00	36.121	36.512	36.092	36.508	9819	36.32700163725287	36.27666361599483	33.439001196125886
2025.06.13 03:00	36.381	36.396	35.969	36.129	10943	36.26666884967049	36.25352997759432	34.938888344200464
2025.06.13 02:00	36.315	36.385	36.3	36.381	1040	36.31255846622732	36.26598297535375	38.06558237487836
2025.06.13 01:00	36.334	36.346	36.309	36.315	766	36.28974462163643	36.25448127288912	34.497175356524025
2025.06.12 23:00	36.353	36.363	36.311	36.341	1296	36.281326162181905	36.24842940017803	31.952305252200652
2025.06.12 22:00	36.262	36.355	36.255	36.353	1987	36.26143488290921	36.239172340195836	28.37260230699407
2025.06.12 21:00	36.227	36.283	36.218	36.263	3085	36.23091317721227	36.22778957421542	24.74712178613801
2025.06.12 20:00	36.232	36.267	36.199	36.225	4474	36.220217569616366	36.22426853163696	23.69200019696229
2025.06.12 19:00	36.282	36.295	36.193	36.233	5040	36.218623426155155	36.22419538480065	23.982540326452774
2025.06.12 18:00	36.258	36.339	36.218	36.282	6555	36.21383123487354	36.22331492328072	24.31777893740334
2025.06.12 17:00	36.144	36.284	36.11	36.258	11967	36.19110831316472	36.21744641560879	22.454963304606892
2025.06.12 16:00	36.288	36.388	36.071	36.144	11936	36.16881108421963	36.213391057169666	22.643975826516815
2025.06.12 15:00	36.244	36.305	36.115	36.288	7159	36.17708144562617	36.22033016288664	22.86206719795134
2025.06.12 14:00	36.2	36.303	36.173	36.245	4228	36.140108594168225	36.2135631791753	24.51198187798956
2025.06.12 13:00	35.952	36.26	35.917	36.202	5468	36.1051447922243	36.210419497092836	24.13904301626004
2025.06.12 12:00	35.928	35.984	35.866	35.952	3502	36.07285972296574	36.21126144680212	25.298804115095404
2025.06.12 11:00	35.735	35.993	35.686	35.928	6786	36.11314629728765	36.23718759148233	26.29190004035267
2025.06.12 10:00	36.291	36.293	35.453	35.732	9099	36.174861729716866	36.26810635063056	27.437779954111054
2025.06.12 09:00	36.392	36.405	36.218	36.292	5978	36.32248230628915	36.32171698569362	28.759949085370728
2025.06.12 08:00	36.336	36.445	36.298	36.386	3075	36.332643075052204	36.32468868426298	30.392004390909854
2025.06.12 07:00	36.364	36.372	36.323	36.337	1048	36.314857433402935	36.31855755268928	28.133027025169486
2025.06.12 06:00	36.307	36.394	36.289	36.364	1923	36.307476577870574	36.31671330795821	28.039816881745878
